# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2023-10-19 03:21:15 EDT       (vaww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 11519500 SCOTT R NR FORT JONES CA
# -----------------------------------------------------------------------------------
#
# Data provided for site 11519500
#            TS   parameter     statistic     Description
#         11850       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	11850_00060_00003	11850_00060_00003_cd
USGS	11519500	2022-08-20	9.05	A
USGS	11519500	2022-08-21	8.32	A
USGS	11519500	2022-08-22	7.02	A
USGS	11519500	2022-08-23	8.00	A
USGS	11519500	2022-08-24	8.37	A
USGS	11519500	2022-08-25	8.17	A
USGS	11519500	2022-08-26	8.47	A
USGS	11519500	2022-08-27	10.5	A
USGS	11519500	2022-08-28	11.0	A
USGS	11519500	2022-08-29	11.3	A
USGS	11519500	2022-08-30	11.2	A
USGS	11519500	2022-08-31	10.8	A
USGS	11519500	2022-09-01	11.2	A
USGS	11519500	2022-09-02	11.3	A
USGS	11519500	2022-09-03	10.5	A
USGS	11519500	2022-09-04	10.7	A
USGS	11519500	2022-09-05	10.6	A
USGS	11519500	2022-09-06	10.2	A
USGS	11519500	2022-09-07	8.88	A
USGS	11519500	2022-09-08	8.89	A
USGS	11519500	2022-09-09	8.83	A
USGS	11519500	2022-09-10	8.83	A
USGS	11519500	2022-09-11	8.95	A
USGS	11519500	2022-09-12	9.54	A
USGS	11519500	2022-09-13	9.48	A
USGS	11519500	2022-09-14	9.41	A
USGS	11519500	2022-09-15	9.30	A
USGS	11519500	2022-09-16	8.98	A
USGS	11519500	2022-09-17	8.89	A
USGS	11519500	2022-09-18	9.04	A
USGS	11519500	2022-09-19	9.49	A
USGS	11519500	2022-09-20	9.04	A
USGS	11519500	2022-09-21	9.26	A
USGS	11519500	2022-09-22	9.33	A
USGS	11519500	2022-09-23	9.10	A
USGS	11519500	2022-09-24	8.52	A
USGS	11519500	2022-09-25	8.15	A
USGS	11519500	2022-09-26	7.87	A
USGS	11519500	2022-09-27	7.64	A
USGS	11519500	2022-09-28	7.92	A
USGS	11519500	2022-09-29	8.03	A
USGS	11519500	2022-09-30	7.89	A
USGS	11519500	2022-10-01	7.83	A
USGS	11519500	2022-10-02	7.74	A
USGS	11519500	2022-10-03	8.14	A
USGS	11519500	2022-10-04	8.20	A
USGS	11519500	2022-10-05	8.12	A
USGS	11519500	2022-10-06	8.25	A
USGS	11519500	2022-10-07	8.17	A
USGS	11519500	2022-10-08	8.31	A
USGS	11519500	2022-10-09	8.22	A
USGS	11519500	2022-10-10	8.21	A
USGS	11519500	2022-10-11	7.44	A
USGS	11519500	2022-10-12	7.18	A
USGS	11519500	2022-10-13	7.20	P
USGS	11519500	2022-10-14	7.33	P
USGS	11519500	2022-10-15	7.39	P
USGS	11519500	2022-10-16	7.34	P
USGS	11519500	2022-10-17	7.20	P
USGS	11519500	2022-10-18	6.96	P
USGS	11519500	2022-10-19	6.87	P
USGS	11519500	2022-10-20	6.94	P
USGS	11519500	2022-10-21	6.91	P
USGS	11519500	2022-10-22	7.00	P
USGS	11519500	2022-10-23	6.80	P
USGS	11519500	2022-10-24	6.87	P
USGS	11519500	2022-10-25	7.12	P
USGS	11519500	2022-10-26	6.93	P
USGS	11519500	2022-10-27	7.10	P
USGS	11519500	2022-10-28	7.02	P
USGS	11519500	2022-10-29	6.67	P
USGS	11519500	2022-10-30	6.79	P
USGS	11519500	2022-10-31	7.02	P
USGS	11519500	2022-11-01	7.41	P
USGS	11519500	2022-11-02	6.81	P
USGS	11519500	2022-11-03	6.64	P
USGS	11519500	2022-11-04	6.71	P
USGS	11519500	2022-11-05	6.97	P
USGS	11519500	2022-11-06	7.47	P
USGS	11519500	2022-11-07	7.36	P
USGS	11519500	2022-11-08	7.18	P
USGS	11519500	2022-11-09	6.86	P
USGS	11519500	2022-11-10	6.47	P
USGS	11519500	2022-11-11	6.80	P
USGS	11519500	2022-11-12	6.58	P
USGS	11519500	2022-11-13	6.43	P
USGS	11519500	2022-11-14	6.51	P
USGS	11519500	2022-11-15	6.32	P
USGS	11519500	2022-11-16	6.38	P
USGS	11519500	2022-11-17	6.60	P
USGS	11519500	2022-11-18	6.68	P
USGS	11519500	2022-11-19	7.92	P
USGS	11519500	2022-11-20	12.6	P
USGS	11519500	2022-11-21	16.4	P
USGS	11519500	2022-11-22	19.6	P
USGS	11519500	2022-11-23	21.4	P
USGS	11519500	2022-11-24	22.6	P
USGS	11519500	2022-11-25	24.3	P
USGS	11519500	2022-11-26	26.4	P
USGS	11519500	2022-11-27	27.9	P
USGS	11519500	2022-11-28	30.2	P
USGS	11519500	2022-11-29	31.6	P
USGS	11519500	2022-11-30	33.7	P
USGS	11519500	2022-12-01	39.2	P
USGS	11519500	2022-12-02	38.7	P
USGS	11519500	2022-12-03	39.5	P
USGS	11519500	2022-12-04	42.8	P
USGS	11519500	2022-12-05	45.0	P
USGS	11519500	2022-12-06	45.0	P
USGS	11519500	2022-12-07	44.7	P
USGS	11519500	2022-12-08	46.4	P
USGS	11519500	2022-12-09	48.9	P
USGS	11519500	2022-12-10	55.1	P
USGS	11519500	2022-12-11	56.6	P
USGS	11519500	2022-12-12	54.5	P
USGS	11519500	2022-12-13	54.4	P
USGS	11519500	2022-12-14	55.3	P
USGS	11519500	2022-12-15	55.8	P
USGS	11519500	2022-12-16	56.7	P
USGS	11519500	2022-12-17	56.7	P
USGS	11519500	2022-12-18	56.2	P
USGS	11519500	2022-12-19	54.6	P
USGS	11519500	2022-12-20	54.2	P
USGS	11519500	2022-12-21	55.3	P
USGS	11519500	2022-12-22	58.5	P
USGS	11519500	2022-12-23	62.8	P
USGS	11519500	2022-12-24	71.5	P
USGS	11519500	2022-12-25	158	P
USGS	11519500	2022-12-26	220	P
USGS	11519500	2022-12-27	1620	P
USGS	11519500	2022-12-28	1410	P
USGS	11519500	2022-12-29	696	P
USGS	11519500	2022-12-30	1460	P
USGS	11519500	2022-12-31	3350	P
USGS	11519500	2023-01-01	1730	P
USGS	11519500	2023-01-02	1050	P
USGS	11519500	2023-01-03	764	P
USGS	11519500	2023-01-04	601	P
USGS	11519500	2023-01-05	1020	P
USGS	11519500	2023-01-06	1060	P
USGS	11519500	2023-01-07	802	P
USGS	11519500	2023-01-08	1150	P
USGS	11519500	2023-01-09	1370	P
USGS	11519500	2023-01-10	1490	P
USGS	11519500	2023-01-11	1020	P
USGS	11519500	2023-01-12	932	P
USGS	11519500	2023-01-13	1230	P
USGS	11519500	2023-01-14	2200	P
USGS	11519500	2023-01-15	2120	P
USGS	11519500	2023-01-16	1270	P
USGS	11519500	2023-01-17	963	P
USGS	11519500	2023-01-18	793	P
USGS	11519500	2023-01-19	687	P
USGS	11519500	2023-01-20	596	P
USGS	11519500	2023-01-21	531	P
USGS	11519500	2023-01-22	491	P
USGS	11519500	2023-01-23	458	P
USGS	11519500	2023-01-24	430	P
USGS	11519500	2023-01-25	412	P
USGS	11519500	2023-01-26	396	P
USGS	11519500	2023-01-27	387	P
USGS	11519500	2023-01-28	380	P
USGS	11519500	2023-01-29	370	P
USGS	11519500	2023-01-30	349	P
USGS	11519500	2023-01-31	336	P
USGS	11519500	2023-02-01	334	P
USGS	11519500	2023-02-02	336	P
USGS	11519500	2023-02-03	329	P
USGS	11519500	2023-02-04	324	P
USGS	11519500	2023-02-05	345	P
USGS	11519500	2023-02-06	345	P
USGS	11519500	2023-02-07	328	P
USGS	11519500	2023-02-08	318	P
USGS	11519500	2023-02-09	310	P
USGS	11519500	2023-02-10	307	P
USGS	11519500	2023-02-11	308	P
USGS	11519500	2023-02-12	304	P
USGS	11519500	2023-02-13	300	P
USGS	11519500	2023-02-14	298	P
USGS	11519500	2023-02-15	290	P
USGS	11519500	2023-02-16	285	P
USGS	11519500	2023-02-17	282	P
USGS	11519500	2023-02-18	274	P
USGS	11519500	2023-02-19	268	P
USGS	11519500	2023-02-20	264	P
USGS	11519500	2023-02-21	268	P
USGS	11519500	2023-02-22	272	P
USGS	11519500	2023-02-23	268	P
USGS	11519500	2023-02-24	269	P
USGS	11519500	2023-02-25	267	P
USGS	11519500	2023-02-26	268	P
USGS	11519500	2023-02-27	272	P
USGS	11519500	2023-02-28	275	P
USGS	11519500	2023-03-01	267	P
USGS	11519500	2023-03-02	262	P
USGS	11519500	2023-03-03	266	P
USGS	11519500	2023-03-04	274	P
USGS	11519500	2023-03-05	273	P
USGS	11519500	2023-03-06	263	P
USGS	11519500	2023-03-07	263	P
USGS	11519500	2023-03-08	265	P
USGS	11519500	2023-03-09	266	P
USGS	11519500	2023-03-10	307	P
USGS	11519500	2023-03-11	351	P
USGS	11519500	2023-03-12	346	P
USGS	11519500	2023-03-13	474	P
USGS	11519500	2023-03-14	970	P
USGS	11519500	2023-03-15	1120	P
USGS	11519500	2023-03-16	955	P
USGS	11519500	2023-03-17	867	P
USGS	11519500	2023-03-18	826	P
USGS	11519500	2023-03-19	840	P
USGS	11519500	2023-03-20	1000	P
USGS	11519500	2023-03-21	965	P
USGS	11519500	2023-03-22	875	P
USGS	11519500	2023-03-23	798	P
USGS	11519500	2023-03-24	740	P
USGS	11519500	2023-03-25	688	P
USGS	11519500	2023-03-26	643	P
USGS	11519500	2023-03-27	606	P
USGS	11519500	2023-03-28	606	P
USGS	11519500	2023-03-29	587	P
USGS	11519500	2023-03-30	556	P
USGS	11519500	2023-03-31	531	P
USGS	11519500	2023-04-01	520	P
USGS	11519500	2023-04-02	528	P
USGS	11519500	2023-04-03	520	P
USGS	11519500	2023-04-04	502	P
USGS	11519500	2023-04-05	485	P
USGS	11519500	2023-04-06	477	P
USGS	11519500	2023-04-07	514	P
USGS	11519500	2023-04-08	570	P
USGS	11519500	2023-04-09	593	P
USGS	11519500	2023-04-10	740	P
USGS	11519500	2023-04-11	1410	P
USGS	11519500	2023-04-12	1530	P
USGS	11519500	2023-04-13	1250	P
USGS	11519500	2023-04-14	1070	P
USGS	11519500	2023-04-15	977	P
USGS	11519500	2023-04-16	984	P
USGS	11519500	2023-04-17	1010	P
USGS	11519500	2023-04-18	972	P
USGS	11519500	2023-04-19	867	P
USGS	11519500	2023-04-20	781	P
USGS	11519500	2023-04-21	732	P
USGS	11519500	2023-04-22	813	P
USGS	11519500	2023-04-23	1080	P
USGS	11519500	2023-04-24	1420	P
USGS	11519500	2023-04-25	1390	P
USGS	11519500	2023-04-26	1390	P
USGS	11519500	2023-04-27	1700	P
USGS	11519500	2023-04-28	2240	P
USGS	11519500	2023-04-29	2790	P
USGS	11519500	2023-04-30	3120	P
USGS	11519500	2023-05-01	2850	P
USGS	11519500	2023-05-02	2320	P
USGS	11519500	2023-05-03	1870	P
USGS	11519500	2023-05-04	1620	P
USGS	11519500	2023-05-05	1470	P
USGS	11519500	2023-05-06	1380	P
USGS	11519500	2023-05-07	1260	P
USGS	11519500	2023-05-08	1230	P
USGS	11519500	2023-05-09	1160	P
USGS	11519500	2023-05-10	1090	P
USGS	11519500	2023-05-11	1100	P
USGS	11519500	2023-05-12	1240	P
USGS	11519500	2023-05-13	1660	P
USGS	11519500	2023-05-14	2220	P
USGS	11519500	2023-05-15	2580	P
USGS	11519500	2023-05-16	2890	P
USGS	11519500	2023-05-17	2850	P
USGS	11519500	2023-05-18	2910	P
USGS	11519500	2023-05-19	2990	P
USGS	11519500	2023-05-20	3000	P
USGS	11519500	2023-05-21	2980	P
USGS	11519500	2023-05-22	2770	P
USGS	11519500	2023-05-23	2260	P
USGS	11519500	2023-05-24	1980	P
USGS	11519500	2023-05-25	1760	P
USGS	11519500	2023-05-26	1710	P
USGS	11519500	2023-05-27	1690	P
USGS	11519500	2023-05-28	1740	P
USGS	11519500	2023-05-29	1640	P
USGS	11519500	2023-05-30	1620	P
USGS	11519500	2023-05-31	1580	P
USGS	11519500	2023-06-01	1400	P
USGS	11519500	2023-06-02	1220	P
USGS	11519500	2023-06-03	1130	P
USGS	11519500	2023-06-04	1120	P
USGS	11519500	2023-06-05	1140	P
USGS	11519500	2023-06-06	1150	P
USGS	11519500	2023-06-07	1230	P
USGS	11519500	2023-06-08	1110	P
USGS	11519500	2023-06-09	1140	P
USGS	11519500	2023-06-10	1040	P
USGS	11519500	2023-06-11	968	P
USGS	11519500	2023-06-12	906	P
USGS	11519500	2023-06-13	843	P
USGS	11519500	2023-06-14	778	P
USGS	11519500	2023-06-15	699	P
USGS	11519500	2023-06-16	609	P
USGS	11519500	2023-06-17	557	P
USGS	11519500	2023-06-18	521	P
USGS	11519500	2023-06-19	479	P
USGS	11519500	2023-06-20	446	P
USGS	11519500	2023-06-21	409	P
USGS	11519500	2023-06-22	377	P
USGS	11519500	2023-06-23	354	P
USGS	11519500	2023-06-24	354	P
USGS	11519500	2023-06-25	345	P
USGS	11519500	2023-06-26	342	P
USGS	11519500	2023-06-27	325	P
USGS	11519500	2023-06-28	310	P
USGS	11519500	2023-06-29	285	P
USGS	11519500	2023-06-30	258	P
USGS	11519500	2023-07-01	247	P
USGS	11519500	2023-07-02	238	P
USGS	11519500	2023-07-03	222	P
USGS	11519500	2023-07-04	211	P
USGS	11519500	2023-07-05	195	P
USGS	11519500	2023-07-06	181	P
USGS	11519500	2023-07-07	171	P
USGS	11519500	2023-07-08	161	P
USGS	11519500	2023-07-09	153	P
USGS	11519500	2023-07-10	144	P
USGS	11519500	2023-07-11	135	P
USGS	11519500	2023-07-12	124	P
USGS	11519500	2023-07-13	115	P
USGS	11519500	2023-07-14	107	P
USGS	11519500	2023-07-15	99.8	P
USGS	11519500	2023-07-16	94.4	P
USGS	11519500	2023-07-17	87.4	P
USGS	11519500	2023-07-18	84.9	P
USGS	11519500	2023-07-19	81.0	P
USGS	11519500	2023-07-20	77.5	P
USGS	11519500	2023-07-21	73.7	P
USGS	11519500	2023-07-22	70.6	P
USGS	11519500	2023-07-23	69.3	P
USGS	11519500	2023-07-24	69.1	P
USGS	11519500	2023-07-25	67.3	P
USGS	11519500	2023-07-26	64.4	P
USGS	11519500	2023-07-27	62.7	P
USGS	11519500	2023-07-28	61.0	P
USGS	11519500	2023-07-29	59.5	P
USGS	11519500	2023-07-30	56.9	P
USGS	11519500	2023-07-31	53.4	P
USGS	11519500	2023-08-01	51.7	P
USGS	11519500	2023-08-02	48.5	P
USGS	11519500	2023-08-03	44.9	P
USGS	11519500	2023-08-04	44.0	P
USGS	11519500	2023-08-05	41.5	P
USGS	11519500	2023-08-06	37.9	P
USGS	11519500	2023-08-07	34.2	P
USGS	11519500	2023-08-08	31.8	P
USGS	11519500	2023-08-09	29.3	P
USGS	11519500	2023-08-10	26.7	P
USGS	11519500	2023-08-11	24.3	P
USGS	11519500	2023-08-12	22.2	P
USGS	11519500	2023-08-13	20.0	P
USGS	11519500	2023-08-14	18.0	P
USGS	11519500	2023-08-15	17.3	P
USGS	11519500	2023-08-16	15.1	P
USGS	11519500	2023-08-17	13.7	P
USGS	11519500	2023-08-18	13.6	P
USGS	11519500	2023-08-19	13.6	P
USGS	11519500	2023-08-20	14.5	P
USGS	11519500	2023-08-21	15.5	P
USGS	11519500	2023-08-22	16.2	P
USGS	11519500	2023-08-23	16.3	P
USGS	11519500	2023-08-24	16.9	P
USGS	11519500	2023-08-25	19.3	P
USGS	11519500	2023-08-26	20.6	P
USGS	11519500	2023-08-27	21.5	P
USGS	11519500	2023-08-28	21.4	P
USGS	11519500	2023-08-29	21.1	P
USGS	11519500	2023-08-30	21.7	P
USGS	11519500	2023-08-31	21.6	P
USGS	11519500	2023-09-01	24.5	P
USGS	11519500	2023-09-02	27.7	P
USGS	11519500	2023-09-03	30.5	P
USGS	11519500	2023-09-04	33.4	P
USGS	11519500	2023-09-05	35.3	P
USGS	11519500	2023-09-06	35.4	P
USGS	11519500	2023-09-07	35.2	P
USGS	11519500	2023-09-08	35.5	P
USGS	11519500	2023-09-09	34.8	P
USGS	11519500	2023-09-10	35.9	P
USGS	11519500	2023-09-11	35.7	P
USGS	11519500	2023-09-12	36.5	P
USGS	11519500	2023-09-13	35.9	P
USGS	11519500	2023-09-14	36.5	P
USGS	11519500	2023-09-15	36.7	P
USGS	11519500	2023-09-16	36.7	P
USGS	11519500	2023-09-17	37.0	P
USGS	11519500	2023-09-18	37.9	P
USGS	11519500	2023-09-19	38.9	P
USGS	11519500	2023-09-20	39.2	P
USGS	11519500	2023-09-21	39.3	P
USGS	11519500	2023-09-22	39.8	P
USGS	11519500	2023-09-23	40.4	P
USGS	11519500	2023-09-24	40.8	P
USGS	11519500	2023-09-25	41.8	P
USGS	11519500	2023-09-26	43.6	P
USGS	11519500	2023-09-27	44.1	P
USGS	11519500	2023-09-28	45.3	P
USGS	11519500	2023-09-29	46.7	P
USGS	11519500	2023-09-30	47.9	P
USGS	11519500	2023-10-01	48.6	P
USGS	11519500	2023-10-02	49.6	P
USGS	11519500	2023-10-03	50.1	P
USGS	11519500	2023-10-04	49.4	P
USGS	11519500	2023-10-05	48.7	P
USGS	11519500	2023-10-06	48.6	P
USGS	11519500	2023-10-07	48.8	P
USGS	11519500	2023-10-08	48.9	P
USGS	11519500	2023-10-09	49.6	P
USGS	11519500	2023-10-10	50.1	P
USGS	11519500	2023-10-11	49.5	P
USGS	11519500	2023-10-12	49.9	P
USGS	11519500	2023-10-13	51.1	P
USGS	11519500	2023-10-14	51.4	P
USGS	11519500	2023-10-15	51.7	P
USGS	11519500	2023-10-16	52.1	P
USGS	11519500	2023-10-17	52.6	P
